Ticker,Date,Dividend
VRSK,2021-09-14,0.29
VRSK,2021-06-14,0.29
VRSK,2021-03-12,0.29
VRSK,2020-12-14,0.27
VRSK,2020-09-14,0.27
VRSK,2020-06-12,0.27
VRSK,2020-03-12,0.27
VRSK,2019-12-12,0.25
VRSK,2019-09-12,0.25
VRSK,2019-06-13,0.25
VRSK,2019-03-14,0.25
WBA,2023-11-13,0.48
WBA,2023-08-18,0.48
WBA,2023-05-18,0.48
WBA,2023-02-15,0.48
WBA,2022-11-14,0.48
WBA,2022-08-18,0.48
WBA,2022-05-19,0.478
WBA,2022-02-17,0.478
WBA,2021-11-12,0.478
WBA,2021-08-19,0.478
WBA,2021-05-20,0.468
WBA,2021-02-18,0.468
WBA,2020-11-18,0.468
WBA,2020-08-18,0.468
WBA,2020-05-19,0.458
WBA,2020-02-18,0.458
WBA,2019-11-15,0.458
WBA,2019-08-19,0.458
WBA,2019-05-17,0.44
WBA,2019-02-14,0.44
XEL,2023-09-14,0.52
XEL,2023-06-14,0.52
XEL,2023-03-14,0.52
XEL,2022-12-28,0.488
XEL,2022-09-14,0.488
XEL,2022-06-14,0.488
XEL,2022-03-14,0.488
XEL,2021-12-21,0.458
XEL,2021-09-14,0.458
XEL,2021-06-14,0.458
XEL,2021-03-12,0.458
XEL,2020-12-22,0.43
XEL,2020-09-14,0.43
XEL,2020-06-12,0.43
XEL,2020-03-12,0.43
XEL,2019-12-24,0.405
XEL,2019-09-12,0.405
XEL,2019-06-13,0.405
XEL,2019-03-14,0.405
XEL,2018-12-27,0.38
